sentence_id,idea_id,central,size
10624,695,"A sentence that frames a consumer's entitlement to request disclosure of enumerated data-handling practices, such as categories collected, sources, purposes, and sharing, constitutes a description of a right-to-know provision.",6
10627,260,"Text that lists lawful justifications for retaining personal data—such as legal obligations, research, or compatible internal uses—functions to define when the right to delete does not apply, thereby describing that right.",3
10627,580,"Sentences that provide reasons for refusing a deletion request are part of the description of the right to delete, as they outline the limitations on that right.",10
10627,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
10631,1256,A sentence that explicitly promises not to discriminate against consumers for exercising their privacy rights directly states and thereby describes the right to non-discrimination.,21
10631,6280,The presence of a heading such as 'Non-Discrimination' preceding a statement signals that the text describes that specific right.,3
10705,1549,"A sentence that enumerates specific prohibited acts of differential treatment (denying services, varying prices, or altering quality) characteristically serves as a description of a non-discrimination right.",11
10762,1200,A sentence that introduces conditions or exceptions to a stated consumer right serves as a description of that right because it delineates the boundaries of when the right applies.,2
10762,734,"Wording that references the possibility of denying a request (e.g., 'may deny if necessary') directly explains the scope of the underlying right, thereby describing it in terms of its limitations.",2
10763,197,A disclosure of a consumer privacy right typically includes both the affirmative right and any legal exceptions or conditions that narrow its application.,3
10763,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
10768,1024,A sentence referencing a specific statute governing data privacy contributes to describing a deletion right by indicating the legal constraints under which that right is exercised and may be refused.,3
1078,3119,"A statement that either identifies categories that are sold or affirmatively denies selling identifiable information still constitutes a declaration about the sale of personal information, thereby matching a label about sold categories.",2
10780,1593,"A sentence that enumerates specific prohibited actions (such as denying goods, charging different prices, or offering different quality) serves to concretely define the scope of a non-discrimination right.",12
10780,1820,"A sentence that explicitly declares a policy of not discriminating against consumers for exercising their legally granted rights serves to describe the right to non-discrimination, as it directly states the protective guarantee.",3
10780,4963,"Mentioning specific legal statutes (e.g., CCPA/CPRA) alongside the non-discrimination guarantee confirms the sentence addresses a legally defined consumer protection right.",2
10785,2290,A sentence that identifies exceptions to a general prohibition is part of describing the underlying right because it defines the right's boundaries.,2
10785,5755,Statements that note permissible differential treatment under a specified legal framework clarify the scope of a non-discrimination guarantee.,2
10827,652,"In privacy policy contexts, a statement that announces the categories of personal information gathered serves as an organizing header for a disclosure of collected data, warranting the label of the information's categories.",2
10827,6700,"When a sentence enumerates specific data types about user actions (e.g., page views or search queries), it is identifying categories of information that are collected, regardless of whether the text labels them as personal or non-personal.",2
10850,5743,"When a document enumerates categories of personal information in a structured list, each entry that defines a category with examples belongs to the corresponding category label.",3
10850,794,"A sentence describing a type of personal data with specific instances is labeled as a category of personal information, independent of whether that data is actually collected.",2
10875,263,"A description of the right to know typically frames the entitlement from the consumer's perspective using phrases like 'right to know about', indicating the user can request such information.",2
10877,2112,"A sentence that states the eventual deletion of personal information from records, subject to exceptions, directly outlines the scope and conditions of the deletion right, making it a description of that right.",7
10877,945,A sentence that outlines the procedural steps taken to fulfill a consumer's request is a description of the corresponding right.,2
10878,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
10881,2388,"A sentence that outlines the procedural steps a consumer must follow to invoke a privacy right, such as verifying their request and awaiting disclosure of categories of data, is describing a method to exercise that right.",3
10892,1243,"A sentence that conditions prohibitions on legal permissibility (e.g., 'unless permitted by X') clarifies that the described right operates within a broader statutory frame, which is characteristic of right-description language.",2
10892,1853,"Enumerating the concrete forms of adverse treatment prohibited—such as denial of goods or services, price differences, or reduced quality—indicates a substantive description of the non-discrimination protection.",5
10898,5214,"Privacy policies commonly describe cookie usage because cookies are a technical mechanism for collecting personal information, so such statements pertain to the categories of personal information collected.",3
1091,1636,A sentence that instructs consumers on specific procedures or channels for submitting privacy requests directly explains how to exercise their rights.,4
1091,541,"Any instruction that enables a user to take a concrete step toward accessing, correcting, or opting out of data use is classified as a method to exercise rights.",2
10963,2856,"References to a defined time period (e.g., the last twelve months) alongside enumerated categories and recipients indicate a formal disclosure of sold information categories.",2
10963,324,"A disclosure that lists specific categories of personal information alongside categories of recipients, within a stated lookback period (e.g., the preceding 12 months), signals the document is declaring the actual categories of data sold.",2
10967,638,A privacy notice section that lists data categories paired with their sale or disclosure status constitutes an explicit accounting of personal information sold.,2
10980,1462,A sentence that directs users to existing deletion procedures for additional data types describes the scope and mechanism of the data deletion right.,2
10980,1750,"When a statement outlines the steps following confirmation of a request, including directing service providers to act, it explains the operational implementation of the right to delete.",2
10980,3158,Language describing the obligation to remove personal information upon request serves to characterize the deletion right's implementation.,2
10980,4697,"Language specifying that deletion occurs upon receipt and confirmation of a valid request, while acknowledging potential exceptions, delineates the scope and mechanics of the right to delete.",2
10987,6065,Statutory citations within a rights description are used to delineate the precise scope of the right by referencing the governing law.,2
10991,198,"A statement that clarifies the scope or limitations of a consumer right is part of describing that right, because it helps define what the right actually covers.",3
10991,2410,"A sentence that justifies retaining information for lawful purposes compatible with the original context reflects a standard statutory carve-out to deletion requirements, thereby contributing to the explanation of the deletion right.",2
10991,3302,"The right to delete is typically framed by exceptions that allow retention for protective or legal activities, so sentences stating such exceptions belong to the right's description.",5
10991,7691,"When a sentence appears within an enumerated list of reasons for denying a deletion request, it functions to delineate the conditions under which the right to delete is not absolute.",2
11005,1549,"A sentence that enumerates specific prohibited acts of differential treatment (denying services, varying prices, or altering quality) characteristically serves as a description of a non-discrimination right.",11
11042,1810,A sentence that explicitly grants a consumer the entitlement to request deletion of their personal data collected by a business is a direct articulation of that right.,2
11042,259,A sentence that explicitly states a user may request deletion of their personal data is classified as a description of the right to delete.,31
11046,1283,A sentence that declares a consumer's entitlement to be free from retaliatory treatment when invoking their statutory privacy rights is properly categorized as a description of the right to non-discrimination.,3
11046,1961,A sentence that explicitly names a consumer entitlement ('the right not to be discriminated against') and frames it as something the consumer possesses is classified as a description of that specific right.,2
11078,6401,"The label 'Categories of Personal Information Shared / Disclosed' applies whenever the text describes any context—including legal or regulatory—under which personal information is handed over to third parties, as that constitutes a disclosure action.",3
11201,1395,A sentence that describes the specific data practices involving third-party advertising services is often included to provide context for a consumer's right to opt out of the sale or sharing of personal information.,4
11210,1381,Sentences that announce how future modifications to a policy will be communicated signal that the text belongs to an update or change-notification section.,4
11210,4725,The presence of terms like 'updated policy' alongside a change and notification mechanism signals that the sentence's purpose is to inform users of a policy revision.,3
11249,3263,"When a privacy notice pairs each category of collected data with a list of external recipients (e.g., customers and infrastructure vendors) who receive it for business purposes, the text serves to inform consumers about potential transfers that constitute a sale under applicable privacy laws.",3
11249,4156,"When a privacy disclosure introduces a roster of entities or activities immediately following a declaration about selling personal data, the categories appearing in that roster are read as the categories of information involved in that sale.",3
11249,812,"A sentence that explicitly enumerates distinct categories of personal data—such as commercial information, identifiers, usage data, geolocation, and inferences—and states they are shared with third parties signals disclosure of the specific types of information encompassed by a sale/disclosure label.",3
11253,1537,"A sentence that enumerates distinct recipient types or transaction scenarios (e.g., legal authorities, corporate transfers, affiliates) for which data may be revealed is classified under categories of sharing or disclosure because it specifies the situations and parties to whom information is released.",2
11255,1116,"A sentence that articulates a specific data subject right using a noun phrase beginning with 'The right to' and that is listed among other data privacy rights is typically categorized as a description of a consumer right related to personal information, especially when the right concerns a processing activity that relies on collected data.",2
11255,3212,A statement that frames a right in terms of the data the organization possesses about the person and the individual's ability to receive that data constitutes a description of the right to know collected personal information.,4
11255,8588,"When a text segment pairs a heading naming a specific right with a clarifying phrase that restates its meaning, the segment is describing the scope and nature of that right.",2
11257,1124,A sentence that enumerates the specific details or items a data subject may request under a legal right to access or know about their personal information is a description of that right.,3
11257,2612,A sentence that pairs a plain-language summary of a privacy right with its formally recognized legal term is functioning as a definitional description of that right.,2
11264,219,A description of a right typically includes the scope (personal data collected or maintained) and any limiting conditions (exceptions permitted by law) to qualify the entitlement.,5
11264,423,A label of 'Description of Right to Delete' applies when the text explains both that the right exists and the circumstances that qualify or restrict it.,6
11266,1109,A sentence that states a right has limitations or exceptions is still a description of that right because it qualifies the scope of the right.,11
11268,426,A sentence that explicitly states a user can request to limit or restrict the use or disclosure of their personal information is classified as a description of a right to limit use.,9
11270,7919,"When a sentence explains the scope of a right by adding qualifiers such as 'restricted from further use,' it serves a purely descriptive function of outlining what the right entails.",2
11271,2269,"A sentence that identifies a legal mechanism by which consumers may decline a specific data-processing activity constitutes a description of that opt-out right, regardless of the varying statutory terminology used.",3
11273,429,"The label 'Description of Right to Opt-out of sale of PI' applies to sentences that either state the right directly or plainly identify the subject matter of the opt-out, since such references form part of the disclosure required to make the statutory right effectively exercisable.",4
11274,1898,A sentence that explicitly grants a user a right to halt data processing and specifies the conditions under which processing will cease is categorized under a description of an opt-out right.,2
11307,6544,"The presence of a detailed, itemized list of data elements to be shared with the requester indicates the sentence's function is to describe the right to know specific collected personal information.",2
11307,854,"A sentence that enumerates the specific categories of personal information a company must disclose upon request, including sources, purposes, third parties, and business-purpose disclosures, is describing the consumer's statutory right to know about the collection, sale, and sharing of personal information.",8
11308,1164,"When a sentence explicitly states what information will be provided to the consumer upon request, it constitutes a description of the right to know personally identifiable information collected.",2
11308,2222,"A sentence that frames the right as one to request disclosure from a business/controller, followed by a list of items that must be disclosed, is a description of the right to know/access.",2
11309,1520,"A sentence that enumerates discrete categories of personal data and pairs them with a statement that such data may be disclosed to named third parties for identified purposes signals a disclosure of which categories are transferred, because specifying recipient types and purposes establishes that the data leaves the controller.",2
11311,4846,"The reference to identifying categories of personal data and categories of recipients specifies the substantive content that must be disclosed, which is characteristic of a right-to-know provision.",2
11311,825,A statement that explicitly grants a data subject the right to receive information about any sharing or selling of their personal information to third parties constitutes a description of the right to know about such transfers.,8
11313,116,A statement that explicitly names a data protection right and explains what it permits the individual to do constitutes a description of that right.,5
11338,5549,Sentences that describe notification duties following a policy revision are representative of updated privacy policy content.,4
11338,5868,"Statements describing a visible marker, such as a modification date, that reflects the current version of the policy are characteristic of update-related disclosures.",2
11366,4419,"Statements that detail the specific categories and pieces of personal information to be provided are characteristic of privacy notices that explain a consumer's right to know about collected, shared, or sold data.",9
11378,3241,"A statement that identifies a technology as the mobile equivalent of a web-based tracker indicates that user data is being captured on devices, which falls under the classification of collected personal information.",2
11391,1398,A sentence that enumerates the types or specific pieces of personal information that will be disclosed to a consumer upon request directly serves to describe the scope of the consumer's right to know what data has been collected.,4
11391,1508,"When a sentence enumerates the scope of information available upon a verified consumer request, it functions as a description of the corresponding access right.",2
11391,3433,"In a disclosure concerning the right to know what personal information is collected, any statement clarifying the mechanisms or conditions that affect that collection is relevant to describing the right.",4
11391,413,"A label describing a consumer privacy right applies when the sentence directly identifies a discrete disclosure a data subject may demand, such as the exact personal information collected.",2
11391,940,A sentence is classified as a description of a right when it explicitly states the consumer's entitlement to perform an action regarding their data.,2
11473,148,"Action verbs like 'limit' indicate an opt-out or restriction mechanism, which is a core characteristic of how privacy rights are phrased in notices or policies.",2
11473,1894,A sentence that grants individuals the ability to restrict or object to how their personal information is processed articulates a data subject's right to limit use.,13
11473,5205,"Privacy notices commonly segment user rights into distinct categories, so a statement that names the 'Right to Know' and lists the data-use activities covered is a direct articulation of that specific right.",3
11474,2149,A sentence that explicitly uses verbs like 'seek correction' or 'amendment' to describe an action on personal data directly articulates the substance of the right to rectification.,2
11474,3247,Statements that frame an ability or obligation to amend data when it fails to reflect current truth are categorized as descriptions of the right to correction.,3
11506,1051,"When a privacy notice pairs a list of information categories with a statutory cross-reference to a disclosure paragraph, the sentence functions as an operational description of the right to know what personal information is held.",3
11534,310,"A disclosure that information may be shared with business partners for promotional purposes indicates that personal information is being transferred to third parties in exchange for commercial benefits, which is a hallmark of a sale under privacy regulations.",4
11534,314,"A disclosure that explains future or contingent sharing of personal information with outside parties for transaction completion falls under sold categories, as it reflects a potential commercial transfer of data.",3
11556,1328,Text stating that an individual may require an organization to fix incomplete or inaccurate personal data is a prototypical expression of the right to correct information.,3
11556,4530,"When a legal or policy text lists an entitlement in the form of an action the individual can initiate, it is appropriately labeled as a description of that specific right.",3
11559,1256,A sentence that explicitly promises not to discriminate against consumers for exercising their privacy rights directly states and thereby describes the right to non-discrimination.,21
11559,4141,"If the sentence explicitly names the specific statute (e.g., CCPA) and ties the action to rights granted under that statute, it serves to inform the consumer of a protected entitlement, matching the label for that entitlement's description.",2
11593,117,A sentence that names the 'right to opt out' and ties it to 'sale(s) of personal information' precisely matches the defining content of the label for such opt-out rights.,3
11593,869,A sentence that explicitly names a right to opt out of the sale of personal information is a direct description of that right.,16
1160,1713,A sentence that specifies legal exemptions or circumstances where a data deletion request may not be honored is an essential part of describing the scope and limitations of that right.,3
1160,7472,"When a policy explicitly mentions legal compliance as a reason for retaining data after deletion, that statement outlines conditions under which the right to erasure may not be fully honored.",2
11670,1506,A sentence that explains what information a business will disclose in response to a consumer rights request is typically categorized as a description of that right.,6
11670,237,"A description of a right to know typically specifies the scope of data that must be revealed, distinguishing it from a general statement of the right's existence.",3
11679,1789,A sentence that explicitly states a consumer's ability to prohibit the sale of their personal information directly expresses the right to opt out of such sale.,11
11679,56,"A clause that assigns a specific name to an entitlement (e.g., 'right to opt-out') and then states what action the entitled party may take is characteristically a description of that right.",2
11682,1023,"A sentence that ties a non-discrimination guarantee to the exercise of rights under a specific law (e.g., CCPA) is a description of that right.",2
11682,1256,A sentence that explicitly promises not to discriminate against consumers for exercising their privacy rights directly states and thereby describes the right to non-discrimination.,21
11682,2096,"A sentence that explicitly states a policy of not treating consumers adversely for exercising their legal rights directly describes the right to non-discrimination, as the core of that right is a guarantee of equal treatment.",2
11682,4694,"Language that prohibits discriminatory treatment — including denial of services, different pricing, or varying quality — directly indicates the 'Right to Non-discrimination on exercising rights'.",2
11682,6568,"The presence of a heading that names the right, such as 'Non-Discrimination', signals that the following sentence explains that particular right.",2
11683,1593,"A sentence that enumerates specific prohibited actions (such as denying goods, charging different prices, or offering different quality) serves to concretely define the scope of a non-discrimination right.",12
11683,736,"Such a sentence serves to operationalize an abstract anti-discrimination pledge by listing observable, actionable behaviors that would violate the protected right.",2
11729,6470,"Using the phrase 'categories of third parties' signals that the statement is disclosing the recipients of personal information, which is a core element of transparency obligations regarding data sharing and selling.",4
11791,661,"Privacy disclosures often define the scope of an opt-out right by stating that data is processed only for legally permitted purposes, thereby narrowing when the right can be exercised.",2
11792,1749,A sentence that explains the procedural steps a data controller will follow when an individual exercises a stated privacy right is a description of that right.,4
11793,1119,"When a sentence introduces or names a user entitlement to learn about collected personal information, it is appropriately labeled as a description of the right to know about collected personal data.",8
11793,6846,"The use of a direct possessive phrase like 'Your Personal Information' indicates that the text is centered on the data subject's own data, which is a core feature of notices that describe a 'right to know' under privacy frameworks.",3
11793,958,"When a sentence frames the disclosure as a consumer's entitlement to request information about collected personal data, it directly corresponds to a 'right to know' privacy right.",10
11804,29,Provisions explaining how and when amended terms become binding on users are typical markers of policy-update content.,2
11804,4701,Language stating that changes take effect upon posting or publication is a hallmark of a policy-update notification section.,3
11804,5554,"When a sentence sets expectations that the policy will evolve and refers to the process or conditions for such changes, it belongs to the category of announcing a revised privacy policy.",2
11806,1150,A sentence that explicitly names a consumer privacy right in its heading and then elaborates on what that right allows the consumer to do is classified as a description of that right.,41
11806,408,A label denoting a description of the right to know about personal information sold or shared applies to any statement that directly expresses a consumer's entitlement to be informed about how their data is transferred to third parties.,2
11806,4222,"In privacy notices, a sentence that combines a consumer right phrase with language about data sharing for marketing purposes is typically categorized as a description of that right to know about information disclosure.",2
11806,947,A sentence is labeled as a description of a right to know about sale or sharing when it appears in a document that explicitly discusses how that right is exercised under a specific law or provision.,2
11809,183,A sentence that enumerates a specific category or piece of data within a list of disclosures tied to a defined privacy right serves to describe the scope of that right.,3
11809,7422,"When a passage begins with a heading that names a right and then proceeds to explain the conditions under which that right can be invoked, the subordinate sentence functions as a description of the right's availability and application.",2
11811,405,"A label concerning non-discrimination applies to any sentence that identifies the context in which consumers are safeguarded from adverse consequences, regardless of whether that sentence itself specifies the particular prohibited actions.",2
11811,932,A sentence that functions as a section heading introducing a list of prohibited retaliatory or differential treatments of consumers who exercise their privacy rights is appropriately labeled as a description of the right to non-discrimination.,2
11814,4267,"In a privacy policy structured as a list of rights, each heading that names a right corresponds to the description of that right, so the heading itself carries the related label.",2
11817,1150,A sentence that explicitly names a consumer privacy right in its heading and then elaborates on what that right allows the consumer to do is classified as a description of that right.,41
11817,4067,"If a sentence frames an obligation for an organization to notify individuals about what personal data is being collected and how it will be used, it expresses the consumer's right to know PI collected.",2
11907,198,"A statement that clarifies the scope or limitations of a consumer right is part of describing that right, because it helps define what the right actually covers.",3
11909,200,"A description of a consumer's right to opt out of the sale of personal information characteristically states that the consumer can direct the company to stop using or processing their data, since preventing the use of the data is the essential mechanism for preventing its sale.",3
11984,1381,Sentences that announce how future modifications to a policy will be communicated signal that the text belongs to an update or change-notification section.,4
11984,3497,"Statements informing users about how and when a privacy policy will be amended are classified as 'Updated Privacy Policy' content, as they provide notice of the policy's lifecycle.",4
11984,7671,"When a sentence appears directly after a declaration that a policy has been updated, it typically serves to direct users to the specifics of the change.",2
11999,1558,A sentence that enumerates specific categories of personal information subject to prior disclosure for a business purpose typically falls under the right to know about data sharing or selling.,2
11999,3077,"A statement focusing on who receives the personal information, rather than on what data is collected or why, falls under the category of describing the right to know about personal information sold or shared.",2
11999,5209,"The presence of the phrase 'categories of third parties' signals that the text is specifying recipients of shared or sold data, which is a core element of right-to-know privacy notices.",2
12010,2028,A sentence that explicitly names the consumer's entitlement to be informed about the transfer of their personal information to outside parties is a direct expression of that disclosure right.,2
12010,236,A sentence that articulates a statutory or regulatory right for individuals to obtain details about the disclosure of their personal information to third parties constitutes a description of a right to know about such sharing or selling.,21
12010,4457,"In privacy policy documents, a sentence that serves as an introductory clause to a set of data-related requests is categorized under the right to know about personal information sold or shared.",2
12010,4585,The presence of the phrase 'you have the right to request' signals a declarative articulation of a statutory consumer privilege rather than a procedural or exceptional detail.,13
1203,1869,A sentence that explicitly grants a consumer the right to request information about disclosures of personal information to third parties for marketing purposes falls under the category of describing a right to know about the sale or sharing of personal information.,7
1205,869,A sentence that explicitly names a right to opt out of the sale of personal information is a direct description of that right.,16
1206,8392,"When a sentence uses the formula 'You have the right to [action]' for a specific data privacy right, it functions as a declarative description of that right.",2
1206,962,A sentence that explicitly states an individual's entitlement to have inaccurate personal data amended or rectified is categorized as a description of the right to correct information.,15
1211,4647,Language indicating that changes become effective upon posting or after subsequent user action signals the transition from an old policy to a newly revised version.,2
1211,991,A sentence that references a revised policy and specifies how its updated version will be made visible to users signals that the content is an update notice.,4
12252,1436,A sentence that explicitly affirms the user's ability to make a choice regarding the sale of their personal information is a description of the right to opt out.,24
12252,1504,"A sentence that reads as a declarative statement of a consumer entitlement, rather than a procedural detail or definition, is best categorized as a description of the corresponding privacy right.",2
12252,6363,"The presence of the phrase 'Do Not Sell' serves as a canonical marker of the opt-out right, irrespective of surrounding explanatory text, because it names the precise action the consumer can forbid.",3
12396,1507,"A sentence that enumerates lawful uses for retaining personal information explains an exception or limitation to a deletion request, thereby describing the boundaries of the right to delete.",3
12396,3302,"The right to delete is typically framed by exceptions that allow retention for protective or legal activities, so sentences stating such exceptions belong to the right's description.",5
12401,1510,"A sentence that enumerates a statutory or regulatory reason for which a data controller may lawfully retain personal data is classified as part of the description of a deletion right, since it defines when the right does not apply.",2
12401,4236,"In a privacy notice, any statement that specifies a condition under which a deletion request can be denied serves to clarify the boundaries of the offered deletion right, making it an inherent component of that right's description.",2
12421,432,A label specifying a 'Description of Right to Non-discrimination' is indicated by the presence of both a protected activity (exercising privacy rights) and a prohibition on retaliation or unequal treatment.,3
12422,1593,"A sentence that enumerates specific prohibited actions (such as denying goods, charging different prices, or offering different quality) serves to concretely define the scope of a non-discrimination right.",12
12428,1798,A sentence that explicitly announces modifications or alterations to a policy's provisions serves as a direct cue that the policy has been revised and reissued.,2
12428,368,A heading or section title containing the phrase 'Changes to' signals that the document is presenting an updated version of the policy rather than the original.,2
12428,732,"A sentence announcing an update date functions as a notice of policy modification, aligning with document sections that describe how and when the policy is revised.",3
12429,1296,A sentence that names a specific type of information a consumer can request under a data privacy right is a description of the scope of that right.,8
12429,4842,Listing specific disclosure targets (like third parties) in the context of a 'Right to Know' provision signals that the statement is describing the scope of information about data sharing that the consumer can request.,2
12454,2098,A sentence that explicitly states a specific effective date signals that the policy has been recently revised and put into force.,2
12481,1105,A sentence that appears within a privacy notice and outlines the types of disclosures available to consumers about their personal information is characterizing the right to know what was collected.,3
12481,1125,A sentence that explicitly states a business purpose for which personal information is used supports the disclosure of the categories and purposes required by a consumer's right to know about collected personal information.,5
12481,1398,A sentence that enumerates the types or specific pieces of personal information that will be disclosed to a consumer upon request directly serves to describe the scope of the consumer's right to know what data has been collected.,4
12481,1420,A sentence that details the specific categories of personal information a consumer may request regarding sales constitutes a description of the right to know.,7
1249,952,"A sentence is labeled as a method for exercising rights when it specifies concrete procedural actions, such as submitting a form or contacting a designated address, that a user must take to invoke a privacy right.",5
12492,7690,"When a statement appears within a list of grounds on which a deletion request may be denied, it functions to delineate the scope of the deletion right rather than to grant an unconditional deletion.",2
12492,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
12492,960,A sentence is labeled 'Description of Right to Delete' when it explicitly states that consumers possess the legal right to request deletion of their personal information.,4
12499,718,A section whose content enumerates permissible queries about collected personal information and promises free responses describes the operational scope of a right-to-know obligation.,2
1250,1975,A sentence that names a specific consumer right and states that a particular law provides that right to a defined group of individuals is a direct description of that right.,2
1251,1636,A sentence that instructs consumers on specific procedures or channels for submitting privacy requests directly explains how to exercise their rights.,4
